,price,powerPS,Age,kilometer,model
7240,750.0,107.0,22.33,150000.0,92.0
7241,3800.0,245.0,18.08,150000.0,78.0
7242,850.0,90.0,5.92,150000.0,196.0
7243,1400.0,133.0,21.83,150000.0,128.0
7244,18500.0,245.0,19.58,90000.0,230.0
7245,3150.0,116.0,19.5,150000.0,123.0
7246,3500.0,199.0,42.08,40000.0,128.0
7247,2700.0,120.0,18.92,150000.0,92.0
7248,11990.0,150.0,14.67,150000.0,55.0
7249,500.0,60.0,21.58,150000.0,9.0
7250,200.0,222.0,21.83,150000.0,138.0
7251,4550.0,150.0,17.92,150000.0,55.0
7252,9900.0,211.0,28.17,150000.0,128.0
7253,8400.0,136.0,13.08,125000.0,192.0
7254,2600.0,100.0,20.08,150000.0,196.0
7255,7999.0,105.0,10.08,90000.0,97.0
7256,980.0,65.0,21.08,150000.0,240.0
7257,700.0,44.0,27.5,150000.0,2.0
7258,6800.0,105.0,14.83,150000.0,8.0
7259,5200.0,340.0,21.33,150000.0,196.0
7260,800.0,75.0,27.83,150000.0,131.0
7261,9500.0,125.0,12.92,100000.0,87.0
7262,179.0,75.0,5.83,150000.0,243.0
7263,58500.0,345.0,12.17,40000.0,238.0
7264,500.0,165.0,22.33,150000.0,121.0
7265,950.0,55.0,4.0,150000.0,128.0
7266,800.0,88.0,25.25,50000.0,137.0
7267,3990.0,103.0,16.25,125000.0,42.0
7268,900.0,90.0,23.0,150000.0,113.0
7269,20000.0,258.0,15.08,150000.0,21.0
7270,6400.0,140.0,15.42,150000.0,64.0
7271,1000.0,140.0,25.25,150000.0,55.0
7272,999.0,230.0,21.33,150000.0,196.0
7273,4200.0,55.0,51.08,70000.0,196.0
7274,2900.0,136.0,24.67,150000.0,199.0
7275,27000.0,150.0,6.83,10000.0,162.0
7276,9400.0,200.0,15.0,100000.0,243.0
7277,1650.0,116.0,22.58,150000.0,119.0
7278,550.0,65.0,21.17,150000.0,240.0
7279,222.0,118.0,23.67,150000.0,154.0
7280,950.0,54.0,22.58,150000.0,240.0
7281,600.0,60.0,25.58,150000.0,243.0
7282,19999.0,271.0,11.25,100000.0,243.0
7283,800.0,140.0,27.0,150000.0,55.0
7284,28500.0,163.0,7.83,20000.0,162.0
7285,2750.0,170.0,20.92,150000.0,138.0
7286,18999.0,265.0,9.58,30000.0,87.0
7287,10300.0,140.0,13.92,125000.0,154.0
7288,999.0,69.0,19.58,150000.0,232.0
7289,5999.0,72.0,11.58,50000.0,39.0
7290,3700.0,80.0,15.92,125000.0,176.0
7291,6700.0,150.0,15.33,125000.0,55.0
7292,2900.0,150.0,27.5,150000.0,55.0
7293,8490.0,140.0,15.25,150000.0,32.0
7294,950.0,75.0,4.83,70000.0,190.0
7295,5200.0,90.0,5.42,150000.0,243.0
7296,2990.0,101.0,18.42,150000.0,242.0
7297,6800.0,120.0,12.5,150000.0,58.0
7298,8999.0,224.0,16.33,150000.0,52.0
7299,6299.0,141.0,16.67,60000.0,165.0
7300,350.0,102.0,23.0,150000.0,55.0
7301,3650.0,105.0,19.42,150000.0,243.0
7302,500.0,88.0,23.17,150000.0,196.0
7303,2250.0,86.0,13.75,150000.0,114.0
7304,2400.0,115.0,21.25,100000.0,243.0
7305,9980.0,141.0,14.92,150000.0,189.0
7306,2750.0,150.0,19.83,150000.0,118.0
7307,1400.0,75.0,23.33,150000.0,190.0
7308,2950.0,120.0,22.83,150000.0,131.0
7309,1299.0,125.0,22.58,150000.0,217.0
7310,700.0,90.0,24.67,150000.0,190.0
7311,9250.0,126.0,10.08,150000.0,161.0
7312,3200.0,60.0,14.0,125000.0,240.0
7313,3500.0,150.0,21.0,150000.0,56.0
7314,11450.0,160.0,11.5,90000.0,118.0
7315,500.0,75.0,28.0,150000.0,243.0
7316,2980.0,75.0,16.25,90000.0,211.0
7317,32000.0,179.0,11.25,90000.0,196.0
7318,4199.0,150.0,3.5,125000.0,30.0
7319,999.0,50.0,23.83,60000.0,1.0
7320,3300.0,160.0,33.08,150000.0,78.0
7321,10000.0,204.0,24.5,125000.0,150.0
7322,5850.0,163.0,18.17,150000.0,123.0
7323,15350.0,126.0,9.17,60000.0,161.0
7324,4990.0,170.0,19.17,125000.0,55.0
7325,555.0,60.0,23.83,150000.0,97.0
7326,850.0,54.0,22.67,150000.0,240.0
7327,8900.0,163.0,16.5,150000.0,55.0
7328,9600.0,88.0,13.33,150000.0,205.0
7329,2850.0,60.0,17.83,100000.0,79.0
7330,12450.0,218.0,17.17,150000.0,100.0
7331,600.0,55.0,32.17,60000.0,131.0
7332,11350.0,140.0,14.92,100000.0,47.0
7333,15000.0,170.0,9.0,150000.0,35.0
7334,950.0,50.0,20.33,150000.0,94.0
7335,7750.0,131.0,16.08,100000.0,56.0
7336,9900.0,99.0,10.0,50000.0,214.0
7337,1100.0,193.0,23.0,150000.0,56.0
7338,7600.0,69.0,10.92,40000.0,99.0
7339,6000.0,150.0,15.83,125000.0,55.0
7340,29999.0,179.0,7.0,5000.0,162.0
7341,5500.0,122.0,16.08,150000.0,216.0
7342,990.0,50.0,20.08,100000.0,178.0
7343,9500.0,140.0,15.58,125000.0,8.0
7344,4100.0,140.0,18.67,150000.0,243.0
7345,2500.0,95.0,16.92,150000.0,115.0
7346,7599.0,150.0,17.92,150000.0,123.0
7347,8500.0,175.0,5.17,150000.0,128.0
7348,43000.0,258.0,9.42,50000.0,78.0
7349,14500.0,96.0,9.75,50000.0,189.0
7350,7500.0,218.0,17.25,150000.0,101.0
7351,2350.0,90.0,21.75,150000.0,144.0
7352,899.0,33.0,4.0,150000.0,240.0
7353,6999.0,140.0,13.33,100000.0,87.0
7354,5800.0,120.0,14.5,150000.0,15.0
7355,2250.0,116.0,22.0,150000.0,243.0
7356,1999.0,64.0,18.42,150000.0,131.0
7357,10990.0,143.0,12.67,60000.0,216.0
7358,1000.0,136.0,16.0,150000.0,196.0
7359,9500.0,116.0,15.92,40000.0,47.0
7360,4499.0,86.0,13.17,150000.0,102.0
7361,6999.0,80.0,13.58,50000.0,243.0
7362,300.0,50.0,24.0,150000.0,240.0
7363,9000.0,204.0,13.17,150000.0,104.0
7364,1950.0,101.0,20.33,150000.0,243.0
7365,300.0,52.0,4.17,125000.0,28.0
7366,1300.0,105.0,22.58,150000.0,55.0
7367,1050.0,88.0,37.17,150000.0,138.0
7368,24000.0,280.0,7.92,30000.0,87.0
7369,3290.0,125.0,16.33,150000.0,160.0
7370,19990.0,176.0,3.25,90000.0,128.0
7371,4200.0,140.0,13.25,150000.0,50.0
7372,2449.0,170.0,22.5,150000.0,55.0
7373,45500.0,224.0,6.33,10000.0,19.0
7374,3850.0,135.0,14.75,125000.0,190.0
7375,150.0,60.0,24.08,150000.0,197.0
7376,2500.0,54.0,17.42,150000.0,131.0
7377,400.0,131.0,22.75,150000.0,154.0
7378,950.0,110.0,23.08,125000.0,128.0
7379,7500.0,218.0,16.08,150000.0,101.0
7380,5100.0,109.0,15.75,80000.0,113.0
7381,600.0,60.0,25.33,150000.0,240.0
7382,3950.0,102.0,20.08,100000.0,8.0
7383,2400.0,105.0,18.33,150000.0,243.0
7384,500.0,116.0,22.08,150000.0,223.0
7385,5250.0,34.0,37.25,50000.0,130.0
7386,800.0,90.0,27.5,150000.0,8.0
7387,8500.0,122.0,13.92,100000.0,216.0
7388,6500.0,60.0,11.92,5000.0,196.0
7389,999.0,90.0,20.42,150000.0,154.0
7390,7800.0,160.0,13.67,150000.0,118.0
7391,4800.0,140.0,4.17,150000.0,243.0
7392,800.0,107.0,21.5,150000.0,190.0
7393,1800.0,150.0,31.0,150000.0,198.0
7394,4300.0,101.0,12.08,150000.0,42.0
7395,1390.0,101.0,19.42,150000.0,137.0
7396,6200.0,122.0,16.33,150000.0,216.0
7397,7490.0,86.0,9.25,70000.0,97.0
7398,750.0,50.0,21.58,30000.0,94.0
7399,12800.0,143.0,13.67,150000.0,55.0
7400,2300.0,150.0,25.25,150000.0,243.0
7401,2650.0,75.0,19.83,100000.0,240.0
7402,6999.0,140.0,17.75,150000.0,57.0
7403,10000.0,102.0,7.67,30000.0,82.0
7404,3800.0,130.0,4.25,150000.0,92.0
7405,1699.0,102.0,21.5,150000.0,56.0
7406,2950.0,69.0,16.0,150000.0,196.0
7407,3900.0,46.0,33.58,10000.0,128.0
7408,1499.0,75.0,20.58,100000.0,187.0
7409,2000.0,131.0,18.83,150000.0,190.0
7410,3000.0,80.0,13.25,150000.0,131.0
7411,1590.0,60.0,20.17,125000.0,232.0
7412,17600.0,235.0,13.33,150000.0,78.0
7413,1999.0,218.0,20.75,150000.0,86.0
7414,21500.0,200.0,9.0,50000.0,196.0
7415,11900.0,200.0,16.75,150000.0,128.0
7416,9950.0,245.0,18.08,125000.0,78.0
7417,1950.0,116.0,29.42,150000.0,159.0
7418,2800.0,163.0,20.0,150000.0,101.0
7419,7490.0,75.0,8.17,50000.0,108.0
7420,1500.0,116.0,21.83,150000.0,154.0
7421,1800.0,75.0,5.5,150000.0,203.0
7422,2300.0,109.0,18.83,150000.0,232.0
7423,2100.0,80.0,17.25,150000.0,1.0
7424,10300.0,224.0,17.0,150000.0,213.0
7425,3000.0,75.0,18.42,150000.0,176.0
7426,3500.0,150.0,15.25,150000.0,42.0
7427,1000.0,60.0,23.5,150000.0,212.0
7428,5990.0,82.0,12.25,125000.0,1.0
7429,8490.0,143.0,15.0,125000.0,55.0
7430,2500.0,143.0,19.58,100000.0,181.0
7431,1300.0,75.0,22.83,150000.0,42.0
7432,150.0,55.0,30.0,60000.0,203.0
7433,12500.0,50.0,44.17,60000.0,2.0
7434,1500.0,150.0,27.0,150000.0,101.0
7435,1800.0,122.0,23.83,150000.0,123.0
7436,3650.0,136.0,16.5,150000.0,166.0
7437,2850.0,75.0,14.67,150000.0,240.0
7438,7100.0,75.0,15.5,80000.0,82.0
7439,7990.0,86.0,12.42,50000.0,127.0
7440,500.0,170.0,19.0,150000.0,243.0
7441,4599.0,55.0,18.0,150000.0,89.0
7442,650.0,116.0,24.5,150000.0,55.0
7443,1999.0,64.0,17.83,125000.0,97.0
7444,5222.0,90.0,52.58,90000.0,196.0
7445,7888.0,69.0,8.25,20000.0,99.0
7446,450.0,115.0,27.0,150000.0,128.0
7447,7650.0,122.0,15.83,150000.0,123.0
7448,1100.0,101.0,23.0,150000.0,243.0
7449,3800.0,60.0,12.33,80000.0,196.0
7450,990.0,116.0,25.33,150000.0,191.0
7451,2400.0,82.0,19.0,150000.0,205.0
7452,799.0,37.0,20.25,150000.0,131.0
7453,6299.0,140.0,16.75,150000.0,57.0
7454,6500.0,105.0,15.92,150000.0,82.0
7455,1599.0,110.0,22.42,150000.0,243.0
7456,550.0,90.0,25.58,150000.0,20.0
7457,950.0,116.0,22.25,150000.0,160.0
7458,7900.0,185.0,33.83,60000.0,196.0
7459,10999.0,192.0,17.33,150000.0,55.0
7460,3200.0,165.0,4.58,125000.0,123.0
7461,1100.0,150.0,25.83,150000.0,101.0
7462,900.0,75.0,25.5,150000.0,243.0
7463,3950.0,95.0,16.33,90000.0,115.0
7464,999.0,103.0,21.08,125000.0,196.0
7465,2999.0,163.0,19.0,150000.0,52.0
7466,19500.0,105.0,8.42,40000.0,243.0
7467,7500.0,160.0,10.83,40000.0,171.0
7468,650.0,54.0,23.08,150000.0,204.0
7469,550.0,90.0,5.0,150000.0,119.0
7470,4200.0,69.0,12.5,80000.0,9.0
7471,8999.0,118.0,21.08,125000.0,3.0
7472,9999.0,258.0,15.08,150000.0,101.0
7473,3800.0,84.0,26.5,150000.0,2.0
7474,19500.0,252.0,56.58,60000.0,208.0
7475,6850.0,160.0,18.67,100000.0,166.0
7476,29499.0,231.0,10.33,60000.0,138.0
7477,9800.0,160.0,14.33,150000.0,57.0
7478,999.0,54.0,18.92,150000.0,131.0
7479,2500.0,54.0,15.92,150000.0,40.0
7480,15000.0,150.0,13.92,50000.0,141.0
7481,4600.0,140.0,13.83,150000.0,196.0
7482,2350.0,109.0,15.08,150000.0,196.0
7483,1200.0,75.0,23.17,150000.0,42.0
7484,1599.0,50.0,17.5,150000.0,94.0
7485,13500.0,143.0,10.83,150000.0,55.0
7486,18500.0,150.0,13.67,150000.0,61.0
7487,3900.0,75.0,15.5,150000.0,243.0
7488,2799.0,131.0,16.83,150000.0,8.0
7489,20000.0,231.0,11.5,150000.0,128.0
7490,1300.0,75.0,21.58,150000.0,42.0
7491,3400.0,41.0,15.42,125000.0,39.0
7492,5800.0,184.0,23.83,150000.0,172.0
7493,999.0,165.0,20.08,150000.0,52.0
7494,3000.0,193.0,23.0,150000.0,172.0
7495,600.0,145.0,23.58,150000.0,191.0
7496,1850.0,58.0,20.5,150000.0,240.0
7497,800.0,100.0,24.08,150000.0,138.0
7498,899.0,141.0,21.83,125000.0,196.0
7499,1250.0,88.0,22.92,150000.0,137.0
7500,999.0,237.0,22.17,150000.0,199.0
7501,12800.0,136.0,10.33,150000.0,123.0
7502,1500.0,116.0,29.75,150000.0,159.0
7503,3900.0,140.0,17.5,150000.0,105.0
7504,5000.0,224.0,13.67,150000.0,52.0
7505,1000.0,107.0,22.25,150000.0,128.0
7506,6299.0,150.0,14.42,150000.0,61.0
7507,4200.0,110.0,19.17,150000.0,243.0
7508,2800.0,150.0,23.0,150000.0,56.0
7509,1700.0,82.0,20.42,150000.0,144.0
7510,2100.0,50.0,19.58,70000.0,178.0
7511,3000.0,136.0,23.92,150000.0,73.0
7512,12000.0,140.0,13.08,150000.0,52.0
7513,2000.0,68.0,26.42,150000.0,2.0
7514,16900.0,231.0,13.42,125000.0,55.0
7515,400.0,116.0,25.08,150000.0,55.0
7516,5000.0,132.0,21.42,150000.0,137.0
7517,2499.0,193.0,24.67,150000.0,52.0
7518,6200.0,84.0,14.58,80000.0,39.0
7519,650.0,50.0,27.08,5000.0,72.0
7520,1300.0,75.0,20.67,80000.0,196.0
7521,8990.0,160.0,11.08,125000.0,190.0
7522,700.0,103.0,19.92,150000.0,222.0
7523,3999.0,105.0,14.75,150000.0,102.0
7524,250.0,75.0,26.67,150000.0,243.0
7525,4000.0,86.0,15.0,150000.0,176.0
7526,4000.0,199.0,14.17,150000.0,56.0
7527,1580.0,74.0,22.0,150000.0,42.0
7528,700.0,90.0,24.42,150000.0,92.0
7529,2200.0,150.0,19.08,150000.0,55.0
7530,19800.0,105.0,8.17,40000.0,105.0
7531,350.0,65.0,20.83,150000.0,240.0
7532,220.0,45.0,24.0,150000.0,240.0
7533,15600.0,163.0,9.33,30000.0,196.0
7534,10500.0,177.0,15.08,150000.0,52.0
7535,12390.0,136.0,10.33,30000.0,196.0
7536,11950.0,170.0,18.58,150000.0,199.0
7537,5195.0,163.0,18.67,150000.0,56.0
7538,5800.0,69.0,12.58,125000.0,131.0
7539,1250.0,58.0,18.75,125000.0,204.0
7540,16680.0,158.0,9.08,90000.0,216.0
7541,4500.0,155.0,19.0,150000.0,134.0
7542,14999.0,160.0,10.08,80000.0,44.0
7543,2600.0,118.0,20.33,150000.0,55.0
7544,2650.0,129.0,20.67,150000.0,123.0
7545,7590.0,122.0,13.83,125000.0,8.0
7546,3999.0,136.0,17.5,150000.0,105.0
7547,21275.0,230.0,8.75,80000.0,243.0
7548,5490.0,116.0,18.67,100000.0,243.0
7549,1250.0,65.0,21.25,150000.0,240.0
7550,7300.0,300.0,25.42,150000.0,177.0
7551,1400.0,82.0,22.08,150000.0,144.0
7552,5000.0,218.0,4.25,150000.0,199.0
7553,15450.0,174.0,14.33,150000.0,2.0
7554,700.0,120.0,19.42,150000.0,112.0
7555,19600.0,220.0,9.75,40000.0,171.0
7556,1650.0,116.0,20.08,150000.0,64.0
7557,4950.0,75.0,16.25,90000.0,243.0
7558,24950.0,211.0,8.5,60000.0,144.0
7559,9500.0,258.0,16.67,150000.0,55.0
7560,1700.0,55.0,3.75,90000.0,240.0
7561,880.0,88.0,22.08,80000.0,169.0
7562,14000.0,218.0,14.75,125000.0,55.0
7563,340.0,79.0,21.58,150000.0,190.0
7564,7250.0,140.0,13.17,150000.0,154.0
7565,2300.0,133.0,18.42,150000.0,166.0
7566,2100.0,75.0,21.25,150000.0,131.0
7567,2700.0,163.0,17.5,150000.0,52.0
7568,1500.0,75.0,22.67,150000.0,42.0
7569,16999.0,179.0,12.17,90000.0,56.0
7570,11999.0,101.0,7.42,30000.0,196.0
7571,2200.0,165.0,21.5,150000.0,52.0
7572,5800.0,143.0,16.5,150000.0,123.0
7573,6390.0,150.0,18.0,150000.0,123.0
7574,20499.0,387.0,13.42,150000.0,196.0
7575,825.0,75.0,16.0,150000.0,240.0
7576,4200.0,84.0,20.17,30000.0,42.0
7577,5600.0,125.0,13.33,150000.0,87.0
7578,999.0,103.0,19.83,150000.0,222.0
7579,900.0,60.0,25.58,125000.0,131.0
7580,11000.0,140.0,11.25,70000.0,105.0
7581,600.0,120.0,20.67,100000.0,112.0
7582,6199.0,82.0,11.33,80000.0,1.0
7583,3100.0,150.0,15.08,150000.0,50.0
7584,380.0,75.0,22.25,150000.0,212.0
7585,6850.0,143.0,14.83,150000.0,216.0
7586,22500.0,150.0,7.92,30000.0,57.0
7587,1900.0,118.0,23.75,150000.0,55.0
7588,4999.0,95.0,18.0,50000.0,9.0
7589,1300.0,100.0,22.25,150000.0,24.0
7590,1000.0,101.0,4.92,150000.0,92.0
7591,1800.0,75.0,21.5,150000.0,243.0
7592,10250.0,180.0,4.42,5000.0,243.0
7593,22450.0,340.0,13.75,150000.0,78.0
7594,12900.0,224.0,15.5,150000.0,196.0
7595,12500.0,177.0,44.42,150000.0,230.0
7596,390.0,72.0,25.0,100000.0,1.0
7597,950.0,75.0,24.5,150000.0,42.0
7598,2500.0,174.0,24.5,150000.0,243.0
7599,7900.0,118.0,20.25,100000.0,3.0
7600,1950.0,131.0,16.33,150000.0,8.0
7601,2800.0,110.0,14.42,150000.0,92.0
7602,4700.0,102.0,15.75,150000.0,243.0
7603,490.0,116.0,21.42,150000.0,154.0
7604,695.0,75.0,18.75,150000.0,242.0
7605,1200.0,60.0,3.75,150000.0,131.0
7606,13800.0,122.0,9.67,30000.0,243.0
7607,10800.0,156.0,10.67,30000.0,123.0
7608,8790.0,80.0,11.58,80000.0,243.0
7609,11400.0,197.0,13.83,150000.0,101.0
7610,7200.0,204.0,21.92,150000.0,24.0
7611,1150.0,75.0,17.25,100000.0,204.0
7612,3599.0,150.0,18.0,150000.0,55.0
7613,10000.0,177.0,10.75,80000.0,52.0
7614,1199.0,150.0,25.42,150000.0,8.0
7615,5300.0,101.0,13.83,125000.0,160.0
7616,3900.0,131.0,20.58,150000.0,56.0
7617,2499.0,184.0,20.08,150000.0,55.0
7618,26849.0,177.0,8.42,150000.0,52.0
7619,1850.0,103.0,20.0,125000.0,222.0
7620,1750.0,175.0,25.0,150000.0,191.0
7621,21950.0,239.0,10.08,150000.0,67.0
7622,600.0,101.0,24.5,150000.0,42.0
7623,5700.0,125.0,15.75,125000.0,42.0
7624,41800.0,163.0,6.25,20000.0,233.0
7625,9800.0,143.0,19.67,70000.0,55.0
7626,200.0,75.0,23.75,150000.0,137.0
7627,10300.0,231.0,14.67,150000.0,55.0
7628,200.0,45.0,26.0,150000.0,131.0
7629,3999.0,163.0,18.08,150000.0,101.0
7630,1500.0,150.0,26.75,150000.0,52.0
7631,7900.0,177.0,14.17,150000.0,101.0
7632,3600.0,58.0,16.0,70000.0,203.0
7633,1650.0,101.0,21.25,150000.0,50.0
7634,1250.0,90.0,22.17,150000.0,243.0
7635,2599.0,75.0,20.17,150000.0,243.0
7636,1290.0,75.0,20.25,125000.0,204.0
7637,1790.0,101.0,23.17,150000.0,8.0
7638,2990.0,179.0,18.58,150000.0,56.0
7639,3490.0,73.0,12.33,150000.0,232.0
7640,5400.0,140.0,14.75,125000.0,119.0
7641,10400.0,122.0,11.08,90000.0,243.0
7642,2300.0,120.0,17.58,150000.0,190.0
7643,2300.0,103.0,15.17,125000.0,196.0
7644,500.0,53.0,27.67,150000.0,221.0
7645,2750.0,75.0,17.0,150000.0,113.0
7646,13900.0,105.0,8.08,30000.0,89.0
7647,1300.0,75.0,24.25,150000.0,131.0
7648,3199.0,60.0,16.83,125000.0,79.0
7649,699.0,165.0,23.67,150000.0,52.0
7650,6600.0,95.0,12.25,150000.0,155.0
7651,600.0,116.0,29.42,150000.0,159.0
7652,1650.0,75.0,3.33,125000.0,42.0
7653,7999.0,105.0,12.0,100000.0,243.0
7654,2850.0,105.0,19.83,150000.0,55.0
7655,6490.0,140.0,15.42,150000.0,105.0
7656,750.0,44.0,22.58,150000.0,240.0
7657,11750.0,163.0,14.17,125000.0,56.0
7658,1799.0,170.0,22.92,150000.0,86.0
7659,4750.0,77.0,12.42,80000.0,196.0
7660,7400.0,163.0,15.5,150000.0,128.0
7661,16600.0,177.0,13.92,90000.0,101.0
7662,1450.0,110.0,23.92,150000.0,56.0
7663,4900.0,150.0,16.33,150000.0,64.0
7664,14500.0,160.0,32.92,150000.0,128.0
7665,3199.0,101.0,16.0,150000.0,131.0
7666,5500.0,179.0,15.42,150000.0,56.0
7667,990.0,54.0,5.25,100000.0,243.0
7668,9999.0,365.0,18.83,125000.0,87.0
7669,16900.0,156.0,11.92,50000.0,123.0
7670,6990.0,69.0,10.0,60000.0,135.0
7671,3600.0,170.0,15.67,150000.0,243.0
7672,999.0,118.0,32.0,150000.0,196.0
7673,5300.0,68.0,20.33,150000.0,2.0
7674,4550.0,163.0,21.92,125000.0,128.0
7675,10199.0,163.0,16.5,100000.0,199.0
7676,1200.0,116.0,23.0,150000.0,8.0
7677,499.0,82.0,21.67,150000.0,144.0
7678,15900.0,170.0,12.83,80000.0,8.0
7679,820.0,60.0,20.17,150000.0,9.0
7680,500.0,54.0,24.0,150000.0,173.0
7681,1700.0,205.0,21.83,150000.0,196.0
7682,4999.0,163.0,18.25,150000.0,17.0
7683,5300.0,109.0,3.5,150000.0,84.0
7684,700.0,75.0,23.5,150000.0,196.0
7685,9999.0,450.0,19.17,60000.0,55.0
7686,33000.0,317.0,6.83,10000.0,208.0
7687,7590.0,170.0,14.58,150000.0,8.0
7688,1850.0,90.0,36.67,150000.0,138.0
7689,3650.0,80.0,14.75,150000.0,102.0
7690,700.0,60.0,21.25,150000.0,144.0
7691,3650.0,68.0,14.17,150000.0,43.0
7692,4499.0,197.0,19.75,150000.0,73.0
7693,1200.0,113.0,23.83,150000.0,224.0
7694,25699.0,156.0,8.67,50000.0,123.0
7695,1490.0,71.0,27.92,80000.0,42.0
7696,500.0,75.0,24.58,150000.0,42.0
7697,2250.0,116.0,20.25,150000.0,64.0
7698,1150.0,75.0,26.83,150000.0,196.0
7699,7800.0,122.0,13.33,125000.0,216.0
7700,8300.0,140.0,14.08,150000.0,47.0
7701,7800.0,109.0,14.58,150000.0,149.0
7702,19650.0,184.0,10.92,125000.0,101.0
7703,10900.0,143.0,12.0,150000.0,56.0
7704,10650.0,86.0,10.92,50000.0,129.0
7705,20900.0,190.0,10.42,125000.0,52.0
7706,3690.0,69.0,9.75,125000.0,214.0
7707,7400.0,109.0,13.92,125000.0,160.0
7708,5495.0,170.0,17.17,150000.0,56.0
7709,1499.0,60.0,16.75,150000.0,232.0
7710,33900.0,333.0,12.58,60000.0,196.0
7711,13000.0,177.0,10.75,80000.0,52.0
7712,3800.0,85.0,14.92,100000.0,93.0
7713,300.0,45.0,4.67,150000.0,131.0
7714,4300.0,60.0,12.5,60000.0,240.0
7715,2999.0,75.0,17.58,80000.0,115.0
7716,4600.0,140.0,16.58,150000.0,35.0
7717,3300.0,95.0,18.17,150000.0,144.0
7718,29990.0,184.0,7.5,20000.0,101.0
7719,1800.0,54.0,15.25,80000.0,131.0
7720,15999.0,265.0,14.67,100000.0,196.0
7721,5199.0,160.0,25.17,150000.0,141.0
7722,500.0,122.0,27.5,150000.0,123.0
7723,1499.0,116.0,18.42,150000.0,154.0
7724,1750.0,75.0,18.08,150000.0,240.0
7725,28900.0,265.0,10.42,150000.0,196.0
7726,10500.0,122.0,12.25,90000.0,47.0
7727,2950.0,101.0,19.25,150000.0,57.0
7728,27800.0,150.0,6.42,10000.0,243.0
7729,2190.0,75.0,4.33,150000.0,243.0
7730,1880.0,109.0,20.0,125000.0,196.0
7731,15850.0,286.0,14.83,125000.0,100.0
7732,11500.0,136.0,12.83,150000.0,123.0
7733,600.0,90.0,26.0,5000.0,191.0
7734,1777.0,75.0,3.58,125000.0,243.0
7735,11270.0,122.0,11.92,80000.0,44.0
7736,1600.0,101.0,5.08,150000.0,243.0
7737,12500.0,184.0,11.92,150000.0,55.0
7738,8500.0,152.0,15.92,150000.0,81.0
7739,399.0,60.0,25.5,150000.0,240.0
7740,15900.0,170.0,10.83,125000.0,243.0
7741,3200.0,101.0,19.42,150000.0,196.0
7742,1650.0,75.0,23.67,150000.0,42.0
7743,3500.0,80.0,14.75,80000.0,163.0
7744,11800.0,122.0,10.75,90000.0,129.0
7745,750.0,116.0,27.0,150000.0,55.0
7746,2500.0,192.0,20.33,100000.0,66.0
7747,2250.0,133.0,19.25,150000.0,80.0
7748,3600.0,68.0,12.33,100000.0,45.0
7749,8200.0,141.0,12.42,60000.0,165.0
7750,3800.0,101.0,16.92,125000.0,97.0
7751,2000.0,60.0,17.25,125000.0,197.0
7752,10999.0,125.0,10.42,125000.0,42.0
7753,10990.0,117.0,10.83,40000.0,194.0
7754,3700.0,106.0,15.67,150000.0,203.0
7755,600.0,50.0,22.83,150000.0,94.0
7756,1000.0,115.0,25.0,150000.0,196.0
7757,14490.0,110.0,7.58,30000.0,42.0
7758,12999.0,231.0,15.83,125000.0,55.0
7759,2874.0,120.0,15.67,150000.0,50.0
7760,1100.0,115.0,4.0,150000.0,198.0
7761,1250.0,110.0,18.0,150000.0,196.0
7762,1300.0,122.0,22.08,150000.0,123.0
7763,3450.0,101.0,5.75,150000.0,243.0
7764,9800.0,231.0,15.08,150000.0,101.0
7765,1300.0,101.0,22.25,150000.0,168.0
7766,3250.0,150.0,13.17,150000.0,226.0
7767,3450.0,109.0,15.08,150000.0,232.0
7768,600.0,55.0,27.17,150000.0,131.0
7769,4500.0,105.0,22.25,80000.0,89.0
7770,16950.0,140.0,12.58,90000.0,57.0
7771,1000.0,109.0,20.75,150000.0,137.0
7772,4495.0,101.0,16.25,50000.0,242.0
7773,2350.0,90.0,25.83,150000.0,57.0
7774,18800.0,272.0,12.83,150000.0,153.0
7775,999.0,75.0,24.17,150000.0,128.0
7776,3999.0,120.0,16.0,60000.0,196.0
7777,3600.0,101.0,17.92,150000.0,42.0
7778,1400.0,102.0,21.25,150000.0,144.0
7779,29000.0,306.0,10.25,80000.0,73.0
7780,11000.0,116.0,33.33,30000.0,85.0
7781,16699.0,224.0,4.33,150000.0,213.0
7782,3100.0,155.0,18.25,150000.0,75.0
7783,1700.0,110.0,21.5,150000.0,243.0
7784,10700.0,105.0,10.58,60000.0,105.0
7785,13990.0,241.0,27.92,150000.0,196.0
7786,4900.0,143.0,14.25,150000.0,223.0
7787,499.0,102.0,5.25,150000.0,55.0
7788,15990.0,136.0,11.67,150000.0,123.0
7789,16000.0,233.0,16.0,150000.0,90.0
7790,8000.0,200.0,16.42,100000.0,243.0
7791,1100.0,54.0,20.0,150000.0,204.0
7792,25900.0,150.0,6.17,20000.0,243.0
7793,650.0,54.0,21.42,150000.0,140.0
7794,3990.0,192.0,28.0,150000.0,101.0
7795,4950.0,116.0,19.33,125000.0,58.0
7796,16499.0,170.0,10.08,90000.0,8.0
7797,2400.0,101.0,18.0,150000.0,42.0
7798,3200.0,75.0,18.42,150000.0,131.0
7799,950.0,54.0,25.5,150000.0,197.0
7800,2999.0,130.0,5.75,150000.0,128.0
7801,12800.0,140.0,10.67,50000.0,42.0
7802,2750.0,109.0,15.5,150000.0,160.0
